	artist	track	genre	time	days	date.peaked	week	rating	days_to_peak	rank
7949	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	26	5	217 days 00:00:00.000000000	46
7950	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	26	31	112 days 00:00:00.000000000	20
7952	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	26	27	126 days 00:00:00.000000000	24
7953	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	26	6	182 days 00:00:00.000000000	45
7954	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	26	10	112 days 00:00:00.000000000	41
7957	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	26	39	105 days 00:00:00.000000000	12
7959	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	26	22	91 days 00:00:00.000000000	29
7961	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	26	40	91 days 00:00:00.000000000	11
7962	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	26	49	63 days 00:00:00.000000000	2
7963	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	26	38	63 days 00:00:00.000000000	13
7965	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	26	41	77 days 00:00:00.000000000	10
7966	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	26	31	112 days 00:00:00.000000000	20
7970	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	26	22	35 days 00:00:00.000000000	29
7972	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	26	12	140 days 00:00:00.000000000	39
7981	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	26	48	91 days 00:00:00.000000000	3
7987	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	26	30	91 days 00:00:00.000000000	21
7995	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	26	49	105 days 00:00:00.000000000	2
8028	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	26	35	133 days 00:00:00.000000000	16
8242	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	27	29	56 days 00:00:00.000000000	22
8244	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	27	21	98 days 00:00:00.000000000	30
8248	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	27	23	84 days 00:00:00.000000000	28
8254	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	27	2	175 days 00:00:00.000000000	49
8255	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	27	1	182 days 00:00:00.000000000	50
8256	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	27	16	91 days 00:00:00.000000000	35
8257	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	27	19	84 days 00:00:00.000000000	32
8259	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	27	3	168 days 00:00:00.000000000	48
8260	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	27	19	105 days 00:00:00.000000000	32
8261	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	27	38	91 days 00:00:00.000000000	13
8262	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	27	14	49 days 00:00:00.000000000	37
8263	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	27	26	98 days 00:00:00.000000000	25
8265	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	27	10	98 days 00:00:00.000000000	41
8266	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	27	5	217 days 00:00:00.000000000	46
8267	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	27	43	112 days 00:00:00.000000000	8
8269	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	27	34	126 days 00:00:00.000000000	17
8270	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	27	4	182 days 00:00:00.000000000	47
8271	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	27	10	112 days 00:00:00.000000000	41
8274	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	27	46	105 days 00:00:00.000000000	5
8276	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	27	26	91 days 00:00:00.000000000	25
8278	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	27	46	91 days 00:00:00.000000000	5
8282	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	27	48	77 days 00:00:00.000000000	3
8283	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	27	35	112 days 00:00:00.000000000	16
8287	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	27	33	35 days 00:00:00.000000000	18
8289	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	27	12	140 days 00:00:00.000000000	39
8304	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	27	36	91 days 00:00:00.000000000	15
8559	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	28	31	56 days 00:00:00.000000000	20
8561	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	28	24	98 days 00:00:00.000000000	27
8565	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	28	23	84 days 00:00:00.000000000	28
8571	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	28	3	175 days 00:00:00.000000000	48
8572	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	28	2	182 days 00:00:00.000000000	49
8573	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	28	23	91 days 00:00:00.000000000	28
8574	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	28	20	84 days 00:00:00.000000000	31
8576	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	28	3	168 days 00:00:00.000000000	48
8577	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	28	24	105 days 00:00:00.000000000	27
8578	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	28	46	91 days 00:00:00.000000000	5
8579	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	28	13	49 days 00:00:00.000000000	38
8580	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	28	29	98 days 00:00:00.000000000	22
8582	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	28	15	98 days 00:00:00.000000000	36
8583	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	28	4	217 days 00:00:00.000000000	47
8584	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	28	46	112 days 00:00:00.000000000	5
8586	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	28	49	126 days 00:00:00.000000000	2
8587	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	28	5	182 days 00:00:00.000000000	46
8588	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	28	15	112 days 00:00:00.000000000	36
8593	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	28	32	91 days 00:00:00.000000000	19
8600	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	28	42	112 days 00:00:00.000000000	9
8604	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	28	39	35 days 00:00:00.000000000	12
8606	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	28	17	140 days 00:00:00.000000000	34
8621	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	28	37	91 days 00:00:00.000000000	14
8878	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	29	30	98 days 00:00:00.000000000	21
8882	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	29	34	84 days 00:00:00.000000000	17
8888	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	29	4	175 days 00:00:00.000000000	47
8889	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	29	2	182 days 00:00:00.000000000	49
8890	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	29	22	91 days 00:00:00.000000000	29
8891	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	29	20	84 days 00:00:00.000000000	31
8893	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	29	2	168 days 00:00:00.000000000	49
8894	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	29	23	105 days 00:00:00.000000000	28
8896	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	29	17	49 days 00:00:00.000000000	34
8897	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	29	35	98 days 00:00:00.000000000	16
8899	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	29	24	98 days 00:00:00.000000000	27
8900	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	29	4	217 days 00:00:00.000000000	47
8904	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	29	4	182 days 00:00:00.000000000	47
8905	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	29	18	112 days 00:00:00.000000000	33
8910	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	29	42	91 days 00:00:00.000000000	9
8921	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	29	39	35 days 00:00:00.000000000	12
8922	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	29	43	315 days 00:00:00.000000000	8
8923	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	29	19	140 days 00:00:00.000000000	32
8938	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	29	42	91 days 00:00:00.000000000	9
9033	Amber	Sexual (Li Da Di)	Rock	4.38	1999-07-17	2000-02-12	29	49	210 days 00:00:00.000000000	2
9195	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	30	34	98 days 00:00:00.000000000	17
9199	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	30	37	84 days 00:00:00.000000000	14
9202	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	30	45	273 days 00:00:00.000000000	6
9205	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	30	7	175 days 00:00:00.000000000	44
9206	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	30	3	182 days 00:00:00.000000000	48
9207	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	30	33	91 days 00:00:00.000000000	18
9208	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	30	24	84 days 00:00:00.000000000	27
9210	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	30	2	168 days 00:00:00.000000000	49
9211	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	30	35	105 days 00:00:00.000000000	16
9213	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	30	19	49 days 00:00:00.000000000	32
9214	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	30	33	98 days 00:00:00.000000000	18
9216	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	30	30	98 days 00:00:00.000000000	21
9217	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	30	4	217 days 00:00:00.000000000	47
9221	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	30	5	182 days 00:00:00.000000000	46
9222	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	30	23	112 days 00:00:00.000000000	28
9238	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	30	41	35 days 00:00:00.000000000	10
9239	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	30	41	315 days 00:00:00.000000000	10
9240	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	30	23	140 days 00:00:00.000000000	28
9255	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	30	45	91 days 00:00:00.000000000	6
9350	Amber	Sexual (Li Da Di)	Rock	4.38	1999-07-17	2000-02-12	30	44	210 days 00:00:00.000000000	7
9512	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	31	37	98 days 00:00:00.000000000	14
9516	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	31	43	84 days 00:00:00.000000000	8
9519	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	31	45	273 days 00:00:00.000000000	6
9522	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	31	9	175 days 00:00:00.000000000	42
9523	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	31	3	182 days 00:00:00.000000000	48
9524	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	31	36	91 days 00:00:00.000000000	15
9525	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	31	29	84 days 00:00:00.000000000	22
9527	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	31	3	168 days 00:00:00.000000000	48
9530	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	31	23	49 days 00:00:00.000000000	28
9531	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	31	40	98 days 00:00:00.000000000	11
9533	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	31	35	98 days 00:00:00.000000000	16
9534	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	31	4	217 days 00:00:00.000000000	47
9538	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	31	5	182 days 00:00:00.000000000	46
9539	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	31	30	112 days 00:00:00.000000000	21
9555	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	31	46	35 days 00:00:00.000000000	5
9556	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	31	34	315 days 00:00:00.000000000	17
9557	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	31	33	140 days 00:00:00.000000000	18
9572	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	31	49	91 days 00:00:00.000000000	2
9667	Amber	Sexual (Li Da Di)	Rock	4.38	1999-07-17	2000-02-12	31	42	210 days 00:00:00.000000000	9
9829	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	32	46	98 days 00:00:00.000000000	5
9833	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	32	47	84 days 00:00:00.000000000	4
9836	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	32	45	273 days 00:00:00.000000000	6
9839	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	32	10	175 days 00:00:00.000000000	41
9840	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	32	3	182 days 00:00:00.000000000	48
9841	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	32	43	91 days 00:00:00.000000000	8
9842	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	32	28	84 days 00:00:00.000000000	23
9844	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	32	4	168 days 00:00:00.000000000	47
9847	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	32	29	49 days 00:00:00.000000000	22
9848	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	32	44	98 days 00:00:00.000000000	7
9850	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	32	39	98 days 00:00:00.000000000	12
9851	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	32	3	217 days 00:00:00.000000000	48
9855	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	32	7	182 days 00:00:00.000000000	44
9856	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	32	42	112 days 00:00:00.000000000	9
9872	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	32	44	35 days 00:00:00.000000000	7
9873	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	32	28	315 days 00:00:00.000000000	23
9874	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	32	37	140 days 00:00:00.000000000	14
9984	Amber	Sexual (Li Da Di)	Rock	4.38	1999-07-17	2000-02-12	32	46	210 days 00:00:00.000000000	5
10146	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	33	47	98 days 00:00:00.000000000	4
10153	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	33	23	273 days 00:00:00.000000000	28
10156	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	33	18	175 days 00:00:00.000000000	33
10157	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	33	4	182 days 00:00:00.000000000	47
10159	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	33	27	84 days 00:00:00.000000000	24
10161	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	33	2	168 days 00:00:00.000000000	49
10164	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	33	37	49 days 00:00:00.000000000	14
10168	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	33	3	217 days 00:00:00.000000000	48
10172	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	33	6	182 days 00:00:00.000000000	45
10190	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	33	25	315 days 00:00:00.000000000	26
10191	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	33	36	140 days 00:00:00.000000000	15
10470	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	34	17	273 days 00:00:00.000000000	34
10473	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	34	20	175 days 00:00:00.000000000	31
10474	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	34	5	182 days 00:00:00.000000000	46
10476	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	34	30	84 days 00:00:00.000000000	21
10478	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	34	5	168 days 00:00:00.000000000	46
10481	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	34	33	49 days 00:00:00.000000000	18
10485	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	34	3	217 days 00:00:00.000000000	48
10489	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	34	8	182 days 00:00:00.000000000	43
10507	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	34	23	315 days 00:00:00.000000000	28
10508	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	34	49	140 days 00:00:00.000000000	2
10787	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	35	14	273 days 00:00:00.000000000	37
10790	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	35	27	175 days 00:00:00.000000000	24
10791	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	35	5	182 days 00:00:00.000000000	46
10793	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	35	33	84 days 00:00:00.000000000	18
10795	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	35	8	168 days 00:00:00.000000000	43
10798	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	35	34	49 days 00:00:00.000000000	17
10802	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	35	4	217 days 00:00:00.000000000	47
10806	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	35	5	182 days 00:00:00.000000000	46
10824	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	35	22	315 days 00:00:00.000000000	29
11104	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	36	17	273 days 00:00:00.000000000	34
11107	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	36	29	175 days 00:00:00.000000000	22
11108	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	36	5	182 days 00:00:00.000000000	46
11110	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	36	37	84 days 00:00:00.000000000	14
11112	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	36	11	168 days 00:00:00.000000000	40
11115	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	36	41	49 days 00:00:00.000000000	10
11119	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	36	5	217 days 00:00:00.000000000	46
11123	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	36	6	182 days 00:00:00.000000000	45
11141	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	36	16	315 days 00:00:00.000000000	35
11421	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	37	18	273 days 00:00:00.000000000	33
11424	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	37	36	175 days 00:00:00.000000000	15
11425	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	37	5	182 days 00:00:00.000000000	46
11427	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	37	38	84 days 00:00:00.000000000	13
11429	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	37	13	168 days 00:00:00.000000000	38
11432	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	37	48	49 days 00:00:00.000000000	3
11436	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	37	5	217 days 00:00:00.000000000	46
11440	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	37	9	182 days 00:00:00.000000000	42
11458	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	37	16	315 days 00:00:00.000000000	35
11738	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	38	18	273 days 00:00:00.000000000	33
11741	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	38	40	175 days 00:00:00.000000000	11
11742	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	38	9	182 days 00:00:00.000000000	42
11744	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	38	38	84 days 00:00:00.000000000	13
11746	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	38	14	168 days 00:00:00.000000000	37
11753	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	38	9	217 days 00:00:00.000000000	42
11757	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	38	9	182 days 00:00:00.000000000	42
11775	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	38	18	315 days 00:00:00.000000000	33
12055	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	39	3	273 days 00:00:00.000000000	48
12059	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	39	12	182 days 00:00:00.000000000	39
12061	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	39	48	84 days 00:00:00.000000000	3
12063	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	39	18	168 days 00:00:00.000000000	33
12070	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	39	9	217 days 00:00:00.000000000	42
12074	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	39	8	182 days 00:00:00.000000000	43
12092	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	39	14	315 days 00:00:00.000000000	37
12372	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	40	1	273 days 00:00:00.000000000	50
12375	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	40	47	175 days 00:00:00.000000000	4
12376	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	40	13	182 days 00:00:00.000000000	38
12380	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	40	22	168 days 00:00:00.000000000	29
12387	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	40	15	217 days 00:00:00.000000000	36
12391	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	40	14	182 days 00:00:00.000000000	37
12409	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	40	13	315 days 00:00:00.000000000	38
12689	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	41	1	273 days 00:00:00.000000000	50
12693	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	41	13	182 days 00:00:00.000000000	38
12697	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	41	23	168 days 00:00:00.000000000	28
12704	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	41	14	217 days 00:00:00.000000000	37
12708	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	41	16	182 days 00:00:00.000000000	35
12726	Creed	Higher	Rock	5.16	1999-09-11	2000-07-22	41	13	315 days 00:00:00.000000000	38
13006	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	42	2	273 days 00:00:00.000000000	49
13010	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	42	17	182 days 00:00:00.000000000	34
13014	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	42	22	168 days 00:00:00.000000000	29
